Brand,Model,Spec,Year,dB at idle,dB at 55 mph,dB at 65 mph,dB at 70 mph,dB at 75 mph,dB at 85 mph
Nissan,Pathfinder,3.5 V6,2012,39.9,59.3,62.7,62.9,65.7,66.6
Nissan,Pixo,1.0,2009,40.9,67.1,70.8,71.3,73.2,76.9
Nissan,Pulsar,1.2,2014,43.3,60.2,63.0,63.5,66.8,69.0
Nissan,Pulsar,1.5d,2018,48.3,61.1,65.2,65.7,67.4,68.8
Nissan,Qashqai,1.6,2008,44.7,63.6,66.9,67.0,68.9,70.9
Nissan,Qashqai,2.0 dCI,2008,44.4,63.2,66.9,67.0,68.4,69.8
Nissan,Qashqai,2.0,2009,36.6,63.9,66.7,67.3,70.3,72.8
Nissan,Qashqai,1.6,2010,41.2,65.1,67.4,68.0,70.2,75.0
Nissan,Qashqai,1.6,2012,40.2,62.2,68.0,68.7,70.3,73.8
Nissan,Qashqai,1.6,2012,45.3,64.5,68.7,68.7,69.7,70.8
Nissan,Qashqai,1.2,2014,36.8,59.8,63.9,64.4,65.9,69.7
Nissan,Qashqai,1.6,2015,44.3,62.3,65.7,66.2,68.3,71.2
Nissan,Qashqai,1.2,2016,38.1,60.2,63.3,63.8,66.3,69.9
Nissan,Qashqai,1.2,2017,40.0,61.6,65.6,66.1,68.4,71.7
Nissan,Qashqai,1.6,2017,43.0,61.6,65.6,66.1,67.4,70.6
Nissan,Qashqai,1.6D,2017,48.0,62.6,65.5,65.9,67.3,70.6
Nissan,Qashqai+2,2.0,2009,44.1,62.8,65.0,65.2,68.0,71.1
Nissan,Rogue,2.5,2008,42.9,66.5,70.7,70.9,73.9,74.9
Nissan,Rogue,2.5,2014,39.5,60.7,64.4,64.6,66.7,67.5
Nissan,Rogue,2.5,2016,43.2,60.8,63.9,64.1,66.1,66.8
Nissan,Titan,5.6 V8,2016,43.7,64.8,68.4,68.6,69.7,70.1
Nissan,Versa,1.6,2012,43.5,65.0,68.8,69.0,71.2,71.9
Nissan,X-Trail,2.0 dCI,2008,45.1,64.2,67.6,67.7,69.5,71.4
Nissan,X-trail,1.6D,2015,44.4,63.3,66.3,66.7,69.3,71.4
Nissan,X-Trail,1.6,2017,38.0,61.6,65.4,66.0,69.1,71.9
Nissan,X-Trail,2.0d,2018,49.1,62.7,67.2,67.8,69.4,70.8
Opel,Adam,1.4,2018,47.3,62.2,67.8,68.5,70.0,72.8
Opel,Agila,1.0,2008,47.4,67.4,71.2,71.3,73.0,74.7
Opel,Agila,1.0,2013,37.6,65.5,68.6,69.2,71.8,74.1
Opel,Agile,1.0,2011,47.4,67.4,71.2,71.3,73.0,74.7
Opel,Ampera,1.4 Hybrid,2012,44.2,62.9,67.1,67.1,68.0,69.0
Opel,Ampera-e,EV,2017,43.6,60.5,64.1,64.7,67.4,69.6
Opel,Antara,2.0 CDTI,2008,45.3,64.5,68.8,68.8,69.7,70.7
Opel,Antera,2.4,2011,44.1,62.7,66.3,66.4,67.9,69.4
Opel,Astra,1.6 GTC,2008,45.6,64.8,67.9,68.1,70.2,72.5
Opel,Astra,1.6 turbo,2008,45.1,64.2,67.1,67.3,69.5,71.9
Opel,Astra,GTC 1.6,2008,44.5,65.8,68.9,69.3,70.6,74.4
Opel,Astra,1.4 Turbo,2009,45.3,63.3,66.0,66.4,67.0,69.5
Opel,Astra,1.4 Turbo,2010,38.9,63.6,66.8,67.3,69.4,71.6
Opel,Astra,1.6 Turbo,2010,44.9,63.8,68.2,68.3,69.0,69.8
Opel,Astra,1.6 Twintop,2010,42.1,65.5,68.9,69.4,71.0,73.3
Opel,Astra,1.6 Turbo,2011,44.9,62.3,66.7,67.3,69.2,72.0
Opel,Astra,1.6 Turbo Stationcar,2011,39.9,64.4,67.0,67.5,69.6,72.0
Opel,Astra,1.4,2012,44.9,64.6,67.8,68.3,69.2,73.9
Opel,Astra,1.4 turbo,2012,41.6,61.8,65.8,66.3,68.9,70.1
Opel,Astra,1.6 Stationcar,2012,43.7,62.3,65.2,65.4,67.4,69.6
Opel,Astra,GTC,2012,46.3,65.8,68.6,69.1,71.5,72.9
Opel,Astra,GTC 1.6,2012,45.3,64.5,67.3,67.5,69.8,72.3
Opel,Astra,1.4,2015,38.2,61.1,64.9,65.5,69.2,70.0
Opel,Astra,1.0,2016,41.0,62.1,65.5,65.9,66.3,69.6
Opel,Astra,1.6D,2016,48.0,61.6,65.6,66.1,67.4,70.6
Opel,Astra,1.6D Estate,2016,42.3,61.1,64.8,65.4,66.9,70.8
Opel,Astra,1.0,2017,38.1,61.6,66.7,67.2,68.4,71.7
Opel,Cascada,1.6,2014,38.5,61.4,65.1,65.7,68.3,71.3
Opel,Corsa,1.6 Turbo GSI,2008,46.7,66.5,67.8,68.1,72.1,76.5
Opel,Corsa,1.2,2009,45.2,64.3,67.4,67.6,69.6,71.8
Opel,Corsa,1.4,2010,39.9,65.3,66.6,67.1,69.9,71.4
Opel,Corsa,1.2,2011,45.4,64.7,67.4,67.6,70.0,72.6
Opel,Corsa,1.3 CDTI,2011,46.3,65.9,68.3,68.7,71.4,74.5
Opel,Corsa,1.3 CDTI,2012,46.3,66.0,68.6,68.8,71.4,74.2
Opel,Corsa,1.0,2015,45.8,62.6,66.8,67.4,70.6,72.8
Opel,Corsa,1.0,2016,41.2,64.8,68.6,69.0,69.4,72.8
Opel,Corsa,OPC,2016,46.0,66.6,69.5,69.9,71.2,74.7
Opel,Corsa,1.0,2017,46.0,64.1,67.6,68.0,69.3,72.7
Opel,Crossland X,1.2,2017,40.3,60.9,63.5,64.1,67.9,71.1
Opel,Crossland X,1.6d,2018,45.3,61.2,67.3,68.0,69.5,71.8
Opel,Insignia,1.6 Turbo Stationcar,2009,44.3,63.1,65.7,65.9,68.3,70.9
Opel,Insignia,2.0 T 4x4,2009,45.1,66.1,69.3,69.7,70.4,72.0
Opel,Insignia,1.4,2012,44.7,63.5,68.0,68.1,68.7,69.4
Opel,Insignia,2.0 CDTI,2012,43.7,62.2,66.2,66.2,67.2,68.3
Opel,Insignia,1.6,2014,38.3,62.3,66.6,67.1,68.5,71.8
Opel,Insignia,2.0D,2015,46.5,62.8,66.9,67.4,69.0,71.7
Opel,Insignia,2.0D,2016,48.0,62.1,66.6,67.1,68.4,71.7
Opel,Insignia,2.0d,2017,45.0,62.6,65.5,65.9,67.3,70.6
Opel,Insignia,2.0d stationcar,2017,45.3,61.2,64.2,64.7,67.5,70.0
Opel,Insignia,1.6d,2018,42.1,59.5,66.3,67.1,68.5,69.8
Opel,Insignia,1.5,2017,43.3,60.1,63.7,64.2,66.8,69.5
Opel,Karl,1.0,2017,40.0,63.1,66.6,67.1,70.3,73.7
Opel,Meriva,1.4 Turbo,2010,43.3,64.9,66.8,67.3,69.4,71.9
Opel,Meriva,1.4 turbo,2012,46.3,64.0,68.8,69.4,71.6,73.5
Opel,Mokka,1.6,2013,38.0,66.1,67.9,68.4,69.8,73.6
Opel,Mokka,1.4,2014,41.5,61.6,65.7,66.2,68.5,71.7
Opel,Mokka,1.6D,2017,47.0,64.6,67.5,67.8,68.3,71.7
Opel,Zafira,1.7 CDTI,2008,47.5,63.2,69.0,69.7,71.5,72.9
Opel,Zafira,1.6 Turbo,2010,44.4,63.2,66.5,66.6,68.4,70.3
Opel,Zafira,1.4,2012,44.5,61.6,65.2,65.8,68.7,72.2
Opel,Zafira,1.4,2012,44.6,63.5,66.1,66.3,68.7,71.3
Opel,Zafira,1.6D,2015,43.7,63.2,67.3,67.8,69.8,71.3
Opel,Zafira,2.0D Tourer,2015,43.1,62.2,66.3,66.9,69.8,71.3
Opel,Zafira Tourer,2.0D,2016,44.3,63.3,67.6,68.0,68.4,71.8
Peugeot,107,1.0,2008,47.5,67.5,69.8,70.0,73.1,76.6
Peugeot,107,1.0,2011,46.7,66.5,70.1,70.2,72.0,73.9
Peugeot,107,1.0,2012,47.7,68.1,70.6,71.1,73.6,76.6
Peugeot,107,1.0,2013,41.3,66.9,70.2,70.7,74.2,75.9
Peugeot,108,1,2018,42.2,63.1,72.4,73.4,74.6,76.8
Peugeot,206,1.4 XS,2010,45.4,69.7,71.2,71.6,74.1,76.8
Peugeot,206,1.4,2011,47.0,66.9,70.5,70.6,72.4,74.3
Peugeot,207,1.4,2008,46.8,66.6,69.8,70.0,72.1,74.4
Peugeot,207,1.4 Stationcar,2008,42.2,64.1,67.4,67.9,70.2,73.2
Peugeot,207,1.6 16V HDIF,2008,44.5,65.5,68.8,69.2,70.6,74.5
Peugeot,207,1.6 HDiF Stationcar,2008,45.3,64.5,67.6,67.8,69.8,72.0
Peugeot,207,1.6 Stationcar,2008,46.3,65.9,69.3,69.4,71.3,73.3
Peugeot,207,RC Stationcar,2008,44.6,67.1,69.3,69.6,71.7,74.3
Peugeot,207,1.4 Stationcar,2009,44.3,63.1,65.9,66.1,68.3,70.7
Peugeot,207,1.4 VTi,2010,44.3,63.1,65.9,66.1,68.3,70.7
Peugeot,207,1.6 THP,2010,44.9,63.9,67.7,67.8,69.2,70.6
Peugeot,207,1.6 THP CC,2010,45.4,64.6,68.0,68.1,69.9,71.8
Peugeot,207,1.6 VTI 16v XS,2010,37.7,63.4,66.8,67.3,70.1,74.1
Peugeot,208,1.4,2012,44.9,63.9,66.2,66.4,69.2,72.3
Peugeot,208,1.2 VTI,2012,45.0,63.3,65.5,66.0,69.4,71.8
Peugeot,208,1.6 VTI,2012,41.0,60.8,64.6,65.1,68.4,71.3
Peugeot,208,GTI,2016,44.0,66.6,69.6,69.9,70.2,73.7
Peugeot,208,1.2,2017,45.0,65.1,68.5,68.9,69.3,72.7
Peugeot,208,1.6d,2017,47.9,65.5,66.3,66.5,67.2,70.6
Peugeot,208,GTI,2017,47.0,67.1,70.6,71.1,73.2,76.8
Peugeot,208,GTI,2018,49.1,64.2,69.8,70.4,72.0,73.8
Peugeot,308,1.6,2008,44.9,63.8,67.2,67.3,69.1,71.0
Peugeot,308,1.6 Stationcar,2008,43.6,62.1,65.1,65.3,67.2,69.3
Peugeot,308,2.0 HDiF,2008,41.3,58.8,61.4,61.6,63.7,66.0
Peugeot,308,XT2.0 16V HDI,2008,44.9,65.1,67.3,67.8,69.2,71.0
Peugeot,308,1.6 VTi CC,2009,44.7,63.5,66.9,67.0,68.8,70.7
Peugeot,308,1.6 VTI Stationcar,2009,39.2,62.4,65.5,65.9,68.6,71.2
Peugeot,308,1.6 CC,2010,35.6,63.2,66.9,67.2,67.5,69.2
Peugeot,308,1.6 THP GTI,2010,43.6,62.1,65.8,65.9,67.1,68.5
Peugeot,308,1.6 VTi,2010,43.8,62.3,66.8,66.9,67.4,68.0
Peugeot,308,1.6 HDI,2011,44.7,63.5,67.2,67.3,68.8,70.3
Peugeot,308,1.6 HDI,2011,44.7,63.5,67.2,67.3,68.8,70.3
Peugeot,308,1.6 THP Stationcar,2011,37.0,62.6,63.2,63.5,67.5,69.3
Peugeot,308,CC 1.6,2012,45.0,64.0,68.1,68.1,69.2,70.4
Peugeot,308,1.6,2013,37.6,59.4,62.1,62.6,65.9,68.5
Peugeot,308,1.2,2014,43.5,61.7,64.6,65.0,67.1,69.4
Peugeot,308,1.6D,2014,44.0,62.6,65.1,65.6,67.9,69.4
Peugeot,308,SW 1.6,2014,43.7,60.9,65.1,65.5,67.5,69.4
Peugeot,308,1.2,2015,38.2,61.1,65.4,66.1,68.8,70.0
Peugeot,308,1.2 Stationcar,2016,39.0,61.6,65.6,66.1,67.4,70.6
Peugeot,308,1.6D,2016,46.9,64.1,66.5,66.7,67.3,70.6
Peugeot,308,GTI,2016,41.0,65.1,67.5,67.8,68.3,71.7
Peugeot,308,1.2 stationcar,2017,38.5,58.8,63.1,63.7,66.3,68.7
Peugeot,308,2.0d,2018,45.1,61.6,67.8,68.5,70.0,70.8
Peugeot,308,GTI,2018,39.4,60.3,69.4,70.3,71.6,72.8
Peugeot,407,2.0 Stationcar,2009,43.1,61.3,64.8,64.9,66.4,67.9
Peugeot,508,1.6 E-HDI,2011,44.2,62.1,64.8,65.3,68.2,70.0
Peugeot,508,1.6 e-HDI,2011,43.2,61.5,65.2,65.3,66.5,67.9
Peugeot,508,1.6 E-HDI Stationcar,2011,50.8,61.5,64.7,65.3,70.1,71.4
Peugeot,508,1.6 E-HDI,2012,43.0,58.6,62.5,63.0,66.4,69.8
Peugeot,508,2.0 HDI Stationcar,2012,43.4,61.7,65.8,65.9,66.7,67.6
Peugeot,508,2.0 Hybrid Stationcar,2012,44.2,62.9,66.1,66.2,68.1,70.1
Peugeot,508,1.6D Stationcar,2015,48.3,62.4,65.4,65.9,68.6,71.4
Peugeot,508,2.0d,2018,44.3,59.9,65.8,66.5,68.0,69.8
Peugeot,2008,1.6 THP,2010,44.3,63.0,65.4,65.6,68.2,71.0
Peugeot,2008,1.2,2013,45.7,65.5,67.4,67.7,70.5,73.0
Peugeot,2008,1.2,2014,40.4,62.6,65.5,66.1,69.0,72.2
Peugeot,2008,1.2,2015,39.1,63.7,67.5,68.1,71.5,73.9
Peugeot,2008,1.2,2017,39.3,61.1,64.4,65.0,68.2,70.1
Peugeot,2008,1.2,2018,38.2,58.6,67.4,68.3,69.5,70.8
Peugeot,2008,1.6d,2018,46.3,61.5,67.3,68.0,69.5,71.8
Peugeot,3008,1.6 THP,2009,37.0,62.0,63.8,64.3,67.3,68.2
Peugeot,3008,1.6 THP,2009,44.7,63.6,66.9,67.0,68.9,70.9
Peugeot,3008,2.0 HDiF,2010,44.2,62.9,65.4,65.6,68.1,70.8
Peugeot,3008,1.6 VTI,2012,37.5,62.6,66.3,66.8,69.7,72.3
Peugeot,3008,1.2,2017,36.3,60.3,63.9,64.4,66.9,68.9
Peugeot,3008,2.0d,2017,48.0,60.6,63.5,63.8,64.4,67.6
Peugeot,3008,1.2,2018,36.2,56.0,64.4,65.2,66.5,67.8
Peugeot,3008,1.5d,2018,43.1,58.6,64.3,64.9,66.5,67.8
Peugeot,5008,1.8 THP,2010,43.3,63.3,66.3,66.8,68.4,70.7
Peugeot,5008,1.6,2017,39.0,62.1,65.5,65.9,66.3,69.6
Peugeot,5008,1.2,2018,39.3,58.1,65.9,66.7,68.0,69.8
Peugeot,RCZ,1.6 THP,2010,44.3,63.1,66.2,66.4,68.3,70.4
Peugeot,RCZ,1.6 THP 200,2011,43.8,62.3,66.5,66.5,67.4,68.4
Pontiac,G8,3.6 V6,2008,43.8,64.3,67.9,68.1,71.7,72.9
Pontiac,G8,GT,2008,48.5,65.1,68.0,68.2,70.7,71.6
Porsche,718,Boxter S,2016,54.0,67.1,70.6,71.0,71.2,74.7
Porsche,718,Cayman,2016,52.9,69.1,71.5,71.7,72.2,75.8
Porsche,718,Boxter S,2017,53.0,67.1,70.5,70.9,71.2,74.7
Porsche,911,GT2,2008,63.7,71.9,73.4,73.6,78.6,80.3
Porsche,911,GT3,2010,57.4,73.1,75.9,76.1,80.9,82.6
Porsche,911,GT2 RS,2011,61.7,71.2,72.9,73.1,76.6,77.8
Porsche,911,GTS,2011,49.7,66.2,69.2,69.4,76.2,78.5
Porsche,911,Carrera S Cabrio,2012,48.6,69.2,73.8,73.8,74.8,75.9
Porsche,911,S,2012,48.8,65.3,68.3,68.5,75.7,78.2
Porsche,911,Carrera S,2013,52.5,65.6,68.0,68.2,76.8,79.7
Porsche,911,Targa,2014,45.0,66.2,69.3,69.8,73.7,75.3
Porsche,911,Cabrio,2016,54.0,67.1,70.6,71.1,73.2,76.8
Porsche,911,Carrera S,2016,54.3,67.9,70.6,71.0,74.3,77.9
Porsche,911,Carrera S Cabrio,2016,54.3,67.4,70.6,71.0,73.3,76.9
Porsche,911,Turbo,2016,56.9,69.6,72.2,72.5,73.2,76.8
Porsche,911,Turbo,2017,56.0,67.6,72.6,73.1,72.2,75.8
Porsche,Boxter,Spyder,2011,51.0,64.2,66.6,66.8,71.5,73.1
Porsche,Boxter,S,2012,49.2,64.4,67.2,67.4,73.3,75.3
Porsche,Boxter,S,2012,43.4,61.7,65.7,65.7,66.7,67.8
Porsche,Cayenne,GTS,2008,44.1,62.8,65.9,66.1,68.0,70.1
Porsche,Cayenne,Diesel,2009,45.5,64.8,68.2,68.3,70.1,72.0
Porsche,Cayenne,Turbo,2010,44.1,62.8,65.5,65.7,68.0,70.5
Porsche,Cayenne,S Hybrid,2011,44.5,60.2,63.0,63.2,66.7,67.9
Porsche,Cayenne,Diesel,2012,42.3,60.2,63.2,63.3,65.2,67.2
Porsche,Cayenne,Turbo,2014,49.0,60.6,63.5,63.8,64.4,67.6
Porsche,Cayenne,Turbo S,2016,48.0,62.6,65.5,65.9,67.3,70.6
Porsche,Cayman, ,2008,46.3,66.0,68.5,68.7,71.4,74.3
Porsche,Cayman,R,2012,54.4,66.7,68.9,69.1,74.5,76.4
Porsche,Cayman,2.7,2013,45.8,63.6,66.9,67.1,75.1,77.8
Porsche,Cayman,S,2014,55.4,66.5,68.5,68.7,74.1,75.9
Porsche,Cayman,S,2017,50.0,67.6,71.6,72.0,72.2,75.8
Porsche,Macan,S Diesel,2014,41.2,57.9,60.8,61.3,64.5,66.4
Porsche,Macan,S,2015,45.4,60.2,63.4,63.9,66.4,69.5
Porsche,Macan,Diesel,2016,45.2,61.8,63.4,63.7,65.4,68.7
Porsche,Macan,GTS,2016,45.0,61.1,63.5,63.9,66.3,69.6
Porsche,Macan,2.0,2017,39.0,60.6,65.6,66.1,65.4,68.6
Porsche,Macan,3.0d,2017,41.5,59.6,61.1,61.4,63.2,66.0
Porsche,Panamera,Turbo,2009,47.7,62.6,64.9,65.4,68.7,70.0
Porsche,Panamera,4S,2010,43.2,62.5,65.7,66.3,69.3,70.0
Porsche,Panamera,3.6 V6,2011,43.9,62.4,64.8,65.0,67.6,70.4
Porsche,Panamera,Turbo 4.8 V8,2011,43.9,62.4,65.8,65.9,67.6,69.3
Porsche,Panamera,S Hybrid 3.0 V6,2012,43.5,61.9,64.9,65.1,67.0,69.1
Porsche,Panamera,S E-Hybrid,2013,39.1,58.6,60.9,61.5,65.0,69.5
Porsche,Panamera,S E-hybrid,2016,42.0,61.1,63.4,63.7,64.4,67.6
Porsche,Panamera,Turbo,2017,47.0,61.1,65.6,66.0,65.4,68.6
Range Rover, ,5.0 V8,2013,42.8,59.1,62.0,62.2,64.8,65.7
Range Rover,Evoque,TDV8,2008,44.2,62.9,66.1,66.2,68.1,70.1
Range Rover,Evoque,2.2,2011,43.6,62.1,65.3,65.4,67.2,69.1
Range Rover,Evoque,2.2,2014,44.9,64.6,67.5,67.9,68.3,70.3
Range Rover,Evoque,2.0D,2016,46.8,59.4,63.1,63.8,66.6,68.8
Range Rover,Sport,TDV6,2013,43.2,59.4,61.5,62.0,65.4,68.1
Range Rover,Sport,5.0 V8,2014,47.3,60.2,62.5,62.7,66.5,67.8
Range Rover,Sport,5.0 V8,2014,48.3,59.8,61.5,61.8,65.5,68.7
Range Rover,Velar,2.0d,2017,44.2,58.1,60.9,61.4,63.7,65.5
Renault,Captur,1.2,2013,44.3,64.5,65.6,66.0,68.4,69.4
Renault,Captur,0.9,2014,40.6,62.2,66.4,66.9,68.5,71.9
Renault,Captur,1.2,2015,36.3,63.8,66.6,67.1,69.5,73.1
Renault,Captur,1.2,2017,48.8,61.2,65.2,65.6,66.8,71.2
Renault,Captur,1.5d,2018,48.3,63.0,68.2,68.9,70.5,71.8
Renault,Clio,1.2,2008,38.8,62.9,65.6,66.1,68.7,71.8
Renault,Clio,1.2 Stationcar,2008,46.4,66.0,66.4,66.7,71.6,77.1
Renault,Clio,1.2,2009,44.4,63.2,66.5,66.6,68.4,70.3
Renault,Clio,1.2,2010,45.4,64.6,67.6,67.8,69.9,72.2
Renault,Clio,TCE 100,2010,39.0,62.7,66.7,67.2,68.7,70.5
Renault,Clio,0.9,2012,45.5,63.4,68.4,69.0,71.5,74.7
Renault,Clio,0.9,2014,41.4,64.3,68.8,69.4,71.3,73.4
Renault,Clio,0.9,2017,42.0,61.6,65.6,66.1,68.4,71.7
Renault,Clio,1.5d,2017,47.0,64.1,67.5,67.8,67.3,70.6
Renault,Clio,RS Trophy,2017,45.0,67.1,70.5,70.9,71.2,74.7
Renault,Clio,1.2,2018,40.2,60.1,68.9,69.8,71.1,73.8
Renault,Clio,RS,2018,57.0,65.9,67.6,68.0,69.9,71.8
Renault,Espace,2.0 DCI 16V,2008,49.9,61.3,64.2,64.6,68.4,70.3
Renault,Espace,1.6,2015,42.3,59.2,62.9,63.4,66.1,69.6
Renault,Espace,1.6D,2016,45.0,62.6,65.5,65.9,67.3,70.6
Renault,Fluence, ,2012,46.2,64.2,66.9,67.6,71.3,75.8
Renault,Grand Espace,3.5 V6,2008,43.2,61.4,64.2,64.4,66.5,68.8
Renault,Grand Modus,1.2,2009,43.9,62.4,64.6,64.8,67.6,70.7
Renault,Grand Scenic,1.4,2009,44.1,62.7,64.8,65.0,67.9,71.2
Renault,Grand Scenic,1.5,2012,43.5,61.9,65.4,65.5,67.0,68.5
Renault,Kadjar,1.2,2015,44.0,61.7,64.9,65.5,67.9,70.5
Renault,Kadjar,1.6D,2015,43.7,63.6,67.2,67.7,69.8,71.3
Renault,Kadjar,1.2,2017,38.2,60.9,64.2,64.7,66.7,70.9
Renault,Kadjar,1.2,2018,39.2,58.6,66.9,67.7,69.0,70.8
Renault,Kadjar,1.5d,2018,46.3,61.7,67.3,67.9,69.5,70.8
Renault,Kangoo,1.6,2008,45.6,64.9,68.4,68.5,70.3,72.2
Renault,Kangoo,1.6 16V 110,2008,42.3,68.4,72.9,73.5,74.9,76.3
Renault,Kangoo,1.2,2018,41.1,60.0,67.9,68.7,70.0,71.8
Renault,Koleos,2.0 dCI,2008,43.5,61.9,63.9,64.1,67.0,70.3
Renault,Koleos,2.0 DCI 175,2008,42.2,64.4,67.2,67.6,70.4,72.1
Renault,Koleos,1.6,2017,43.6,62.3,65.7,66.4,67.3,71.0
Renault,Koleos,1.6d,2018,45.3,59.9,65.3,65.9,67.5,69.8
Renault,Laguna,2.0,2008,44.2,62.9,66.3,66.4,68.1,69.8
Renault,Laguna,2.0 dCI,2008,41.2,58.6,61.3,61.5,63.5,65.7
Renault,Laguna,2.0 Stationcar,2008,43.7,62.3,66.5,66.6,67.3,68.1
Renault,Laguna,3.5 V6 Coupe,2009,41.3,62.1,64.3,64.7,66.2,67.0
Renault,Laguna,1.5 D Stationcar,2011,43.4,61.8,65.2,65.3,66.9,68.5
Renault,Laguna,1.5 DCI,2011,44.9,65.1,66.7,67.1,69.1,72.0
Renault,Laguna,1.5 DCI Stationcar,2011,51.9,63.7,66.9,67.4,68.7,71.9
Renault,Laguna,1.5 DCI Stationcar,2015,45.6,62.8,67.1,67.7,69.5,71.5
Renault,Megane,1.6,2009,46.7,66.5,68.2,68.5,72.0,76.0
Renault,Megane,1.4 Stationcar,2009,45.8,65.1,67.9,68.1,70.5,73.1
Renault,Megane,1.6 16V,2009,42.2,66.3,67.7,68.0,69.6,72.0
Renault,Megane,1.9 dCI,2009,44.8,63.7,67.2,67.3,69.0,70.7
Renault,Megane,TCE 130 Stationcar,2009,39.9,62.9,65.6,66.1,67.9,72.2
Renault,Megane,1.6 CC,2010,37.1,62.6,65.1,65.5,67.9,69.6
Renault,Megane,GT 2.0 Coupe,2011,44.5,65.0,66.7,67.0,68.5,71.0
Renault,Megane,1.2 Coupe,2012,43.9,62.4,65.3,65.5,67.6,69.9
Renault,Megane,1.5 D Stationcar,2012,43.4,61.7,65.9,66.0,66.7,67.5
Renault,Megane,110 DCI Stationcar,2012,44.0,61.5,65.2,65.7,67.9,74.5
Renault,Megane,1.2,2016,44.3,63.4,65.8,66.2,68.4,69.8
Renault,Megane,1.6D,2016,44.0,64.1,66.5,66.8,68.3,71.7
Renault,Scenic,2.0,2008,44.2,62.9,66.1,66.2,68.1,70.1
Renault,Scenic,TCE 130,2009,38.4,63.9,67.0,67.4,69.5,72.8
Renault,Scenic,2.0 dCI,2010,44.4,63.2,65.6,65.8,68.4,71.2
Renault,Scenic,TCE 130,2010,36.4,63.4,65.4,65.8,67.4,70.5
Renault,Scenic,1.2,2017,36.5,59.7,62.7,63.4,66.9,69.7
Renault,Scenic,1.6d,2017,46.0,62.6,65.6,66.0,68.3,71.7
Renault,Talisman,1.5D,2016,43.2,61.3,63.6,64.2,66.7,70.3
Renault,Talisman,1.6D,2016,43.0,61.6,65.6,66.0,66.4,69.6
Renault,Talisman,1.6d,2017,48.0,60.6,62.5,62.9,66.3,69.6
Renault,Talisman,1.6,2018,40.1,58.0,65.4,66.1,67.5,69.8
Renault,Twingo,1.2,2008,46.7,69.4,74.0,74.6,77.5,81.1
Renault,Twingo,RS,2008,47.1,67.1,70.6,70.7,72.6,74.6
Renault,Twingo,1.2,2009,46.2,65.7,69.3,69.4,71.1,72.8
Renault,Twingo,1.2 60,2009,49.5,70.6,72.8,73.2,73.7,77.5
Renault,Twingo,1.2,2012,46.3,64.7,68.7,69.3,71.4,75.2
Renault,Twingo,1.2,2013,43.2,66.6,70.7,71.3,73.2,75.7
Renault,Twingo,1.0,2014,41.6,63.9,67.9,68.4,71.6,73.5
Renault,Twingo,0.9,2016,48.0,64.1,67.6,68.0,69.3,72.7
Renault,Twingo,1.0,2018,47.3,64.2,70.8,71.5,73.0,74.8
Renault,Wind,1.2,2010,46.3,65.9,69.3,69.4,71.3,73.3
Renault,Zoe, ,2013,45.2,63.1,67.1,67.6,69.8,72.5
Renault,Zoe,EV,2017,44.7,61.6,65.9,66.5,69.1,70.9
Rolls Royce,Wraith,6.6 V12,2014,42.0,57.2,59.9,60.1,65.3,67.0
Saab,9-3,1.8t,2008,44.1,62.8,67.6,67.6,67.9,68.2
Saab,9-3,1.9 TTiD Stationcar,2008,44.7,63.6,66.1,66.3,68.9,71.7
Saab,9-3,X 2.0,2009,44.5,63.3,66.6,66.7,68.5,70.4
Saab,9-5,2.0T,2010,42.4,62.3,65.5,65.8,66.8,68.0
Saab,9-5,Aero,2010,46.4,63.3,66.3,66.5,68.9,69.7
Saturn,Astra,1.8,2008,45.3,68.6,72.7,72.9,74.8,75.4
Saturn,Vue,3.6 V6,2008,53.7,66.9,69.2,69.4,73.1,74.4
Scion,FR-S,2.0,2012,44.1,66.1,70.0,70.2,74.6,76.1
Scion,iQ,1.3,2012,42.7,64.9,68.8,69.0,71.0,71.7
Scion,tC,2.5,2011,43.5,65.0,68.7,68.9,70.6,71.2
Scion,xB,2.4,2008,42.7,62.5,66.0,66.2,68.2,68.9
Seat,Alhambra,1.4 TSI,2011,42.8,60.9,63.3,63.5,65.9,68.5
Seat,Altea,2.0 TDI,2008,48.2,65.7,68.1,68.5,69.4,72.2
Seat,Altea,2.0 TSI Freetrack,2008,44.4,63.2,67.4,67.5,68.3,69.2
Seat,Altea XL,1.8 TSI,2008,46.0,65.4,69.9,70.0,70.7,71.5
Seat,Arona,1.0,2018,41.1,58.5,65.3,66.1,67.5,68.8
Seat,Ateca,1.0,2017,39.0,62.1,65.6,66.0,67.3,70.6
Seat,Ateca,1.4,2017,42.0,59.1,63.6,64.1,65.4,68.6
Seat,Ateca,2.0d,2018,42.3,58.9,65.3,66.0,67.5,68.8
Seat,Exeo,1.8,2009,44.1,62.7,64.7,64.9,67.9,71.3
Seat,Exeo,2.0 TDI Stationcar,2009,42.2,60.0,64.1,64.2,64.9,65.7
Seat,Exeo,Exeo,2009,43.2,62.9,65.8,66.2,68.5,70.8
Seat,Exeo,1.8 Stationcar,2011,43.1,61.3,64.3,64.5,66.4,68.5
Seat,Exeo,2.0 TDI Stationcar,2012,45.0,64.0,66.3,66.5,69.3,72.4
Seat,Ibiza,1.4,2008,46.4,66.0,68.4,68.6,71.5,74.8
Seat,Ibiza,1.4,2010,41.3,65.6,68.1,68.6,71.1,71.5
