Brand,Model,Spec,Year,dB at idle,dB at 55 mph,dB at 65 mph,dB at 70 mph,dB at 75 mph,dB at 85 mph
Abarth,500,1.4 16v T-Jet,2008,47.3,67.3,70.2,70.4,72.9,75.6
Abarth,595,Competizione,2017,49.9,69.1,72.5,72.8,72.2,75.8
Acura,MDX,3.5 V6,2013,41.7,59.0,62.0,62.2,64.9,65.9
Acura,RDX,3.5 V6,2012,43.0,62.7,66.1,66.3,68.4,69.1
Acura,RL,3.7 V6,2009,43.6,64.3,67.9,68.1,71.3,72.4
Acura,RLX,3.5 V6,2013,39.5,57.1,60.2,60.4,63.5,64.5
Acura,RLX,3.5 V6,2016,42.2,57.7,60.4,60.6,63.7,64.8
Acura,TL,3.5 V6,2009,40.2,64.7,69.0,69.2,70.7,71.2
Acura,TL,3.7 V6,2010,39.9,54.8,57.4,57.6,61.5,62.8
Acura,TSX,2.4,2009,42.2,62.5,66.0,66.2,68.7,69.6
Acura,TSX,V6,2010,42.4,63.0,66.6,66.8,70.2,71.4
Acura,TSX,Stationcar,2011,48.8,62.5,64.9,65.1,67.5,68.3
Alfa Romeo,147,1.9 JTDm,2008,44.9,63.8,67.1,67.2,69.1,71.1
Alfa Romeo,159,2.2 JTS,2008,44.5,63.4,67.3,67.4,68.5,69.8
Alfa Romeo,159,2.2 JTS Selespeed,2008,44.5,63.4,67.3,67.4,68.5,69.8
Alfa Romeo,4C, ,2014,50.1,76.1,77.1,77.4,81.5,83.3
Alfa Romeo,Giulia,2.1d,2017,45.0,63.6,67.6,68.1,69.3,72.7
Alfa Romeo,Giulia,2.9 V6,2017,48.0,64.1,67.6,68.1,70.3,73.7
Alfa Romeo,Giulia,2.0,2018,41.3,59.1,66.3,67.1,68.5,70.8
Alfa Romeo,Giulietta,1.4,2010,44.1,64.1,66.3,66.7,68.7,71.1
Alfa Romeo,Giulietta,1.6 JTDm,2011,43.7,62.3,66.3,66.3,67.3,68.4
Alfa Romeo,Giulietta,1.4T,2012,42.1,61.2,63.8,64.2,66.7,68.3
Alfa Romeo,Giulietta,2.0 JTDm,2012,45.2,64.4,68.1,68.2,69.7,71.2
Alfa Romeo,Giulietta,1.4,2018,47.1,62.0,67.2,67.9,69.5,70.8
Alfa Romeo,Giulietta,1.6d,2018,47.3,61.7,66.7,67.4,69.0,70.8
Alfa Romeo,GT,1.9 JTDm Q2,2008,41.9,59.6,63.8,63.9,64.4,65.0
Alfa Romeo,MiTo,1.4 Turbo 155,2008,45.1,64.2,68.5,68.6,69.4,70.3
Alfa Romeo,MiTo,1.6 JTDm,2009,46.6,66.3,70.4,70.5,71.7,73.1
Alfa Romeo,MiTo,1.4 Turbo Multi-Air,2010,42.0,66.4,68.8,69.3,73.0,75.6
Alfa Romeo,Stelvio,2.0,2017,43.0,61.1,64.6,65.0,66.4,69.6
Alfa Romeo,Stelvio,2.1d,2017,41.8,58.3,62.0,62.5,64.5,67.5
Alpina,B7, ,2011,43.9,62.6,65.9,66.1,67.7,68.2
Aston Martin,Rapide,5.9 V12,2013,52.2,62.9,64.8,65.0,70.4,72.3
Audi,A1,1.4 TFSI S tronic,2010,39.4,64.5,67.0,67.4,69.2,71.9
Audi,A1,1.4,2014,38.2,63.3,66.4,66.9,69.2,71.2
Audi,A1,1.0,2018,39.4,60.0,68.9,69.8,71.1,72.8
Audi,A1,1.6 TDI,2018,47.1,62.1,67.8,68.5,70.0,72.8
Audi,A3,2.0 TFSI Cabrio,2008,46.1,63.1,65.2,65.5,68.1,68.2
Audi,A3,1.4 TFSI S-Tronic,2009,45.0,64.0,68.6,68.7,69.2,69.8
Audi,A3,1.2 TSI Cabrio,2010,39.9,65.5,68.1,68.6,71.0,72.8
Audi,A3,1.4 TFSI Stationcar,2010,36.6,65.1,66.7,67.1,68.1,69.5
Audi,A3,1.2 TFSI Stationcar,2011,37.1,64.1,65.7,66.2,68.5,71.6
Audi,A3,1.4 TFSI,2012,38.2,61.5,62.8,63.1,65.3,68.1
Audi,A3,1.8 TFSI,2012,44.5,62.7,66.2,66.7,68.8,70.6
Audi,A3,1.8 Stationcar,2013,47.2,61.3,65.5,66.0,68.1,70.6
Audi,A3,2.0 TDI,2013,43.0,61.2,63.5,63.7,66.3,69.1
Audi,A3,2.0,2014,40.4,59.8,63.2,63.4,65.6,66.4
Audi,A3,1.8 TFSI Cabrio,2014,39.2,60.2,64.7,65.3,67.5,71.2
Audi,A3,G-Tron,2014,42.5,59.5,63.2,63.8,65.6,70.3
Audi,A3,1.0,2016,40.0,59.6,62.6,63.0,66.4,69.6
Audi,A3,1.4 Cabrio,2016,40.0,62.1,66.0,66.6,70.0,72.5
Audi,A3,2.0 TDI Stationcar,2016,43.0,62.1,64.5,64.9,67.3,70.6
Audi,A3,1.6 TDI Stationcar,2018,46.1,60.6,65.7,66.4,68.0,69.8
Audi,A3,E-tron,2018,43.1,61.1,68.3,69.1,70.5,71.8
Audi,A4,1.8 TFSI,2008,41.6,61.6,64.6,65.0,66.6,69.7
Audi,A4,2.0 TDI,2008,43.2,61.4,65.3,65.3,66.4,67.6
Audi,A4,2.0 TDI Stationcar,2008,44.3,63.0,64.9,65.1,68.2,71.7
Audi,A4,3.2 V6,2009,43.9,60.9,63.9,64.1,66.6,67.5
Audi,A4,1.8 TFSI,2011,45.5,64.8,67.4,67.6,70.1,72.8
Audi,A4,2.0 TFSI Allroad,2011,42.8,60.9,64.5,64.6,65.8,67.2
Audi,A4,2.0 TDI,2012,43.6,62.0,63.8,64.0,67.1,70.6
Audi,A4,2.0 TDIe,2012,42.9,61.0,63.6,64.0,66.2,69.3
Audi,A4,2.0 TFSI,2012,44.4,60.9,63.8,64.0,65.9,66.5
Audi,A4,2.0 T,2014,43.2,60.4,63.4,63.6,65.2,65.8
Audi,A4,2.0 TDI Stationcar,2014,41.1,59.2,63.3,63.9,66.9,68.3
Audi,A4,3.0 TDI Stationcar,2014,41.8,59.7,64.3,64.8,66.5,68.1
Audi,A4,2.0 TDI,2015,45.2,58.6,61.9,62.4,65.0,68.5
Audi,A4,2.0 TDI Stationcar,2015,43.8,60.9,64.0,64.6,67.5,70.5
Audi,A4,2.0 TDI,2016,41.0,59.1,61.5,61.9,64.2,67.4
Audi,A4,2.0 TFSI,2016,43.0,58.1,61.6,62.0,64.4,67.6
Audi,A4,2.0 TDI,2017,45.0,59.6,62.5,62.9,64.4,67.6
Audi,A5,3.0 TDI Quattro,2008,44.1,62.8,67.6,67.6,67.9,68.2
Audi,A5,3.2 FSI Quattro Tiptronic,2009,42.8,60.9,64.1,64.2,65.9,67.7
Audi,A5,2.0 TFSI Cabrio,2010,39.6,63.3,66.9,67.3,69.4,71.8
Audi,A5,3.2 FSI Quattro,2010,44.2,62.9,66.5,66.6,68.1,69.6
Audi,A5,1.8 TFSI Sportback,2012,44.1,62.7,65.1,65.3,67.9,70.7
Audi,A5,2.0 TFSI,2016,38.0,59.6,63.6,64.1,65.4,68.6
Audi,A5,2.0 TDI,2018,41.1,58.7,65.8,66.6,68.0,69.8
Audi,A6,2.0 TDIe,2009,43.6,62.1,64.4,64.6,67.2,70.0
Audi,A6,3.0 TFSI Quattro,2009,43.6,62.0,66.3,66.4,67.0,67.7
Audi,A6,2.8 FSI Tiptronic Quattro Stationcar,2010,43.4,62.2,65.1,65.6,66.9,69.2
Audi,A6,3.0 TDI,2010,45.6,61.9,65.3,65.8,67.9,70.8
Audi,A6,3.0 TDI Quattro,2011,42.2,61.7,62.7,63.1,65.6,67.5
Audi,A6,3.0 TFSI,2011,42.8,61.0,64.2,64.3,66.0,67.8
Audi,A6,3.0 TFSI Stationcar,2011,38.7,58.3,61.6,62.2,64.6,66.5
Audi,A6,3.0 TDI Stationcar,2012,44.0,62.6,65.2,65.4,67.8,70.4
Audi,A6,3.0 TFSI Quattro,2012,42.0,60.1,63.3,63.5,65.7,66.4
Audi,A6,2.0 TDI,2015,45.1,61.6,64.3,64.7,66.2,67.5
Audi,A6,3.0 TDI,2015,41.8,60.2,64.3,64.8,66.8,68.3
Audi,A6,2.0 TDI,2016,41.5,57.3,60.4,60.9,64.1,67.5
Audi,A6,2.0 TDI,2016,39.9,61.6,63.4,63.6,64.3,67.6
Audi,A6,2.0 TDI Stationcar,2016,42.0,60.6,63.5,63.9,65.4,68.6
Audi,A6,3.0 TDI,2016,48.3,61.3,65.6,66.0,66.5,69.7
Audi,A6,2.0 TDI,2017,41.0,60.1,63.5,63.9,64.4,67.6
Audi,A6,2.0 TFSI,2017,40.1,58.6,63.7,64.2,65.5,68.6
Audi,A6,3.0 TDI,2017,42.0,60.6,64.6,65.0,65.4,68.6
Audi,A6,3.0 TDI stationcar,2017,40.0,60.1,63.5,64.0,65.4,68.6
Audi,A7,3.0 TFSI,2011,42.9,61.1,65.1,65.2,66.0,66.9
Audi,A8,2.8 FSIe,2008,42.7,60.8,63.6,63.8,65.8,68.0
Audi,A8,4.2 TDI Quattro,2010,41.7,59.3,63.3,63.4,64.1,64.9
Audi,A8,4.2 V8 FSI,2010,36.6,58.7,61.0,61.4,62.6,65.4
Audi,A8,4.2 V8,2011,45.8,60.1,62.6,62.8,64.7,65.4
Audi,A8,4.0 V8,2012,40.4,58.5,61.7,61.9,63.8,64.4
Audi,A8,3.0 TDI,2014,39.8,57.7,61.3,61.8,64.9,66.3
Audi,Q2,1.4,2017,38.0,63.1,65.5,65.9,68.3,71.7
Audi,Q2,1.0,2018,36.4,57.6,66.9,67.8,69.1,70.8
Audi,Q2,1.4,2018,38.2,57.9,66.4,67.3,68.5,70.8
Audi,Q3,2.0 TDI Quattro,2011,43.9,61.6,64.9,65.4,67.7,71.7
Audi,Q3,2.0,2015,42.4,61.2,65.3,65.8,67.8,69.3
Audi,Q3,2.0,2016,42.0,61.1,64.5,64.9,65.4,68.6
Audi,Q3,2.0 TDI,2016,48.0,62.6,65.5,65.9,67.3,70.6
Audi,Q3,1.4,2018,38.3,57.8,65.9,66.7,68.0,68.8
Audi,Q3 RS, ,2015,43.1,62.2,66.3,66.8,68.8,70.3
Audi,Q5,3.0 TDI,2008,44.8,61.1,64.1,64.6,67.4,69.5
Audi,Q5,2.0 TDI Quattro,2009,43.1,61.3,64.9,65.0,66.4,67.8
Audi,Q5,3.2 V6,2009,45.3,61.1,63.9,64.1,66.4,67.2
Audi,Q5,2.0 TDI Quattro,2011,45.4,63.1,67.1,67.5,67.7,71.5
Audi,Q5,2.0,2012,42.8,61.0,64.3,64.4,66.0,67.6
Audi,Q5,3.0 V6,2012,47.8,61.6,64.0,64.2,65.7,66.3
Audi,Q5,2.0,2014,38.2,57.9,60.1,60.6,63.9,66.2
Audi,Q5,2.0 TDI,2014,41.8,60.7,64.3,64.8,67.8,69.3
Audi,Q5,3.0 TDI,2014,41.7,61.1,64.1,64.6,67.5,69.1
Audi,Q5,2.0 TDI,2016,44.0,61.6,64.5,64.9,66.3,69.6
Audi,Q5,2.0 TDI,2017,41.9,61.6,63.4,63.6,64.3,67.6
Audi,Q5,2.0 TDI,2017,41.9,61.6,63.4,63.6,64.3,67.6
Audi,Q5,2.0 TFSI,2017,39.0,58.6,62.6,63.1,64.4,67.6
Audi,Q5,2.0 TDI,2018,40.1,55.9,61.8,62.5,64.0,65.8
Audi,Q7,3.0 TDI,2010,44.7,63.5,66.8,66.9,68.8,70.8
Audi,Q7,3.0 TDI,2015,41.2,56.7,60.5,61.1,63.6,67.5
Audi,Q7,3.0 TDI Hybrid,2016,42.0,55.8,59.6,60.2,61.8,65.6
Audi,Q7,SQ7,2017,43.0,58.1,61.5,62.0,63.4,66.5
Audi,R8,5.2 FSI Quattro R-Tronic,2009,47.8,68.0,71.4,71.6,73.6,75.8
Audi,R8,5.2 FSI,2010,50.6,66.0,68.7,68.9,73.3,74.8
Audi,R8,V10 Plus,2016,49.9,67.6,70.0,70.3,70.2,73.7
Audi,R8,5.2 V10,2017,50.9,68.1,70.5,70.8,72.2,75.8
Audi,R8,V10 Plus,2017,49.9,68.1,70.5,70.7,71.2,74.7
Audi,RS4,Cabrio,2008,47.9,63.6,66.4,66.6,70.6,71.9
Audi,RS5, ,2012,44.7,59.8,62.5,62.7,67.3,68.8
Audi,RS5, ,2017,45.0,61.1,64.6,65.0,66.4,69.6
Audi,RS7, ,2017,41.0,60.1,63.5,63.9,64.4,67.6
Audi,S3, ,2014,44.0,61.1,64.6,65.0,66.4,69.6
Audi,S3, ,2017,47.9,64.6,66.5,66.7,68.3,71.7
Audi,S4,3.0 TFSI Quattro,2009,44.5,63.4,67.8,67.9,68.5,69.2
Audi,S5, ,2008,42.9,64.9,68.7,68.9,71.3,72.2
Audi,S8, ,2016,40.0,59.6,63.5,64.0,64.4,67.6
Audi,SQ5,3.0 V6,2014,42.7,58.5,63.6,64.1,65.5,68.6
Audi,SQ5,3.0 V6,2016,48.9,61.6,64.5,64.8,65.4,68.6
Audi,SQ5, ,2017,40.0,61.6,64.5,64.9,66.3,69.6
Audi,SQ7, ,2017,43.0,58.1,61.5,62.0,63.4,66.5
Audi,TT,3.2,2008,45.3,68.0,72.0,72.2,74.6,75.4
Audi,TT,2.0 TFSI,2008,45.6,64.8,69.1,69.1,70.1,71.2
Audi,TT,RS 2.5 TFSI Quattro,2009,48.2,68.5,73.5,73.6,74.1,74.7
Audi,TT,2.0D,2014,43.7,64.1,67.2,67.6,69.7,71.3
Audi,TT,1.8 Cabrio,2016,44.0,63.6,67.6,68.1,69.3,72.7
Audi,TT,RS,2017,47.0,65.6,69.6,70.0,70.3,73.7
Audi,TT,RS Roadster,2017,51.0,66.6,70.6,71.0,71.2,74.7
Audi,TT,2.0 TDI,2018,47.1,63.6,69.8,70.5,72.0,72.8
Audi,TT Roadster,2.0 TDI,2015,44.4,64.2,68.3,68.8,70.8,72.3
Audi,TTS,2.0 TFSI,2008,44.1,62.7,66.5,66.6,67.8,69.2
Audi,TTS, ,2016,44.0,65.1,67.6,68.0,71.2,74.7
Audi,TTS,Cabrio,2016,48.0,65.1,68.6,69.1,72.3,75.8
Bentley,Bentayga,6.0 W12,2016,38.1,57.6,62.6,63.2,64.5,67.6
Bentley,Bentayga,4.0d,2017,43.0,57.1,60.6,61.1,64.5,67.6
Bentley,Continental,Supersports,2010,47.3,64.1,67.0,67.2,70.0,70.9
Bentley,Continental GT,V8,2012,47.6,59.4,61.5,61.7,65.8,67.2
Bentley,Continental GT,6.0 V12,2013,48.0,62.2,64.7,64.9,68.4,69.6
BMW,1,118d,2008,49.3,65.0,65.7,66.0,68.5,70.1
BMW,1,120d Coupe,2008,40.8,58.0,61.5,61.6,62.7,64.0
BMW,1,120i Cabrio,2008,49.6,60.4,64.1,64.5,65.8,68.6
BMW,1,125i Cabrio,2008,46.5,66.1,68.3,68.5,71.6,75.1
BMW,1,128i,2008,47.3,63.8,66.7,66.9,69.5,70.4
BMW,1,135i Cabrio,2008,66.7,68.4,68.6,68.8,69.8,70.1
BMW,1,135i Coupe,2008,48.1,65.1,68.1,68.3,70.8,71.6
BMW,1,135i Coupe,2009,43.8,62.3,65.1,65.3,67.5,69.9
BMW,1,118i,2010,40.6,64.1,66.8,67.2,68.7,70.6
BMW,1,118i Cabrio,2010,36.6,63.2,66.3,66.7,69.6,71.8
BMW,1,116i,2011,43.6,64.6,67.3,67.7,69.2,74.5
BMW,1,118d,2011,44.2,62.9,66.6,66.7,68.1,69.5
BMW,1,118i,2011,40.7,60.8,63.7,64.1,66.3,69.8
BMW,1,1M,2011,48.5,68.0,71.4,71.6,73.3,73.9
BMW,1,116i,2012,39.6,61.6,63.5,63.9,65.9,67.5
BMW,1,125d,2012,47.1,60.1,64.1,64.7,67.5,69.6
BMW,1,125i,2012,45.5,62.5,66.1,66.7,69.5,71.2
BMW,1,114i,2013,42.4,62.3,65.0,65.5,67.9,70.4
BMW,1,116d,2013,43.2,61.4,64.2,64.4,66.5,68.8
BMW,1,116i,2013,43.2,61.5,64.1,64.3,66.6,69.1
BMW,1,125d,2013,42.8,61.0,64.2,64.3,66.0,67.8
BMW,1,135i,2013,42.9,61.1,65.0,65.0,66.0,67.1
BMW,1,116i,2015,42.4,61.8,65.2,65.7,67.7,71.2
BMW,1,116i,2016,42.0,60.6,64.6,65.1,66.4,69.6
BMW,1,118i,2017,45.0,60.1,63.5,64.0,65.4,68.6
BMW,1,120i,2017,37.7,59.9,63.7,64.4,66.7,70.0
BMW,1,140i,2017,46.0,64.1,66.5,66.8,68.3,71.7
BMW,1,116d,2018,45.3,61.9,68.3,69.0,70.5,71.8
BMW,2,218i,2014,44.5,62.2,65.2,65.7,68.7,71.7
BMW,2,218D Gran Tourer,2015,43.1,62.7,66.3,66.8,69.8,71.3
BMW,2,220D Cabrio,2015,42.4,61.7,65.3,66.0,70.8,72.3
BMW,2,220i,2015,39.3,62.5,66.9,67.4,69.4,73.5
BMW,2,225i,2015,43.0,63.1,66.2,66.6,68.8,70.3
BMW,2,218i Active Tourer,2016,40.0,63.1,66.6,67.0,68.3,71.7
BMW,2,220d Gran Tourer,2016,46.2,63.8,66.5,66.9,68.4,71.8
BMW,2,216d,2017,48.0,63.1,66.5,66.9,67.3,70.6
BMW,2,216d Active Tourer,2018,45.3,60.5,66.3,67.0,68.5,70.8
BMW,2,216d GranTourer,2018,45.1,60.5,66.3,67.0,68.5,70.8
BMW,2,225xe Active Tourer,2018,34.4,56.2,66.0,66.9,68.1,69.8
BMW,3,318d,2008,46.6,62.1,64.3,64.7,67.2,70.0
BMW,3,320d,2008,43.7,62.2,65.6,65.7,67.3,68.9
BMW,3,320i,2008,43.9,67.0,68.0,68.3,71.0,72.7
BMW,3,325i,2008,44.9,63.8,65.6,65.8,69.1,72.8
BMW,3,325i Coupe,2009,41.6,64.1,65.8,66.2,68.2,70.0
BMW,3,330d,2009,42.6,60.7,64.6,64.6,65.6,66.7
BMW,3,335d,2009,46.4,61.3,63.9,64.1,66.6,67.4
BMW,3,335i Coupe,2009,50.1,66.1,68.2,68.6,70.8,73.0
BMW,3,325i Cabrio,2010,43.3,64.5,66.6,67.1,69.2,71.1
BMW,3,320d Stationcar,2011,50.3,63.1,67.0,67.5,68.4,71.6
BMW,3,320i Coupe,2011,44.2,62.9,65.5,65.7,68.1,70.7
BMW,3,320d,2012,43.5,60.6,63.6,64.1,67.1,70.8
BMW,3,320i,2012,44.2,62.9,64.8,65.0,68.1,71.6
BMW,3,328i,2012,42.0,62.0,65.5,65.7,68.1,68.9
BMW,3,328i,2012,44.0,62.6,64.9,65.1,67.8,70.7
BMW,3,320i,2013,40.6,59.2,63.9,64.4,66.6,70.5
BMW,3,320d,2014,44.9,59.8,63.2,63.7,66.7,69.1
BMW,3,320d Stationcar,2014,41.1,59.2,63.3,63.9,66.9,68.3
BMW,3,330d Stationcar,2014,41.1,61.1,63.2,63.5,66.8,68.3
BMW,3,316 Stationcar,2015,46.1,61.7,64.8,65.3,66.9,69.5
BMW,3,320d,2016,42.9,59.9,63.3,63.8,67.2,69.4
BMW,3,320i,2016,40.2,61.3,64.5,64.9,66.5,69.7
BMW,3,320d,2017,44.0,61.6,64.6,65.0,67.3,70.6
BMW,3,318i,2018,39.3,58.3,66.4,67.2,68.5,70.8
BMW,4,428i,2014,42.4,60.2,63.3,63.5,66.3,67.3
BMW,4,430i,2016,45.0,60.1,63.5,63.9,64.4,67.6
BMW,4,430i Gran Coupe,2017,41.0,61.1,64.5,64.9,65.4,68.6
BMW,5,530d,2008,46.2,60.1,64.4,64.9,66.7,71.0
BMW,5,535i,2008,43.6,58.5,61.1,61.3,64.1,65.0
BMW,5,530d GT,2009,43.1,60.5,64.5,65.0,66.6,69.0
BMW,5,523i,2010,42.4,60.3,63.9,64.0,65.2,66.6
BMW,5,530d,2010,44.6,61.2,63.2,63.6,65.3,68.8
BMW,5,535i GT,2010,42.9,61.1,63.7,63.9,66.1,68.5
BMW,5,550i GT,2010,34.5,58.3,62.5,62.7,66.5,67.8
BMW,5,520d Stationcar,2011,43.5,61.9,64.5,64.7,67.0,69.5
BMW,5,530d,2011,44.6,61.2,63.2,63.6,65.3,68.9
BMW,5,535i,2011,42.6,63.3,66.9,67.1,68.9,69.6
BMW,5,535i Stationcar,2011,40.9,59.3,62.9,63.4,65.8,67.8
BMW,5,535i,2012,42.8,58.7,61.5,61.7,63.9,64.6
BMW,5,ActiveHybrid,2012,41.8,58.4,61.6,62.2,65.3,68.0
BMW,5,ActiveHybrid,2012,41.3,58.7,61.9,62.0,63.6,65.2
BMW,5,520i Stationcar,2015,43.0,63.1,66.2,66.5,67.8,69.3
BMW,5,530d,2015,41.1,59.2,63.3,63.9,66.9,68.3
BMW,5,520d,2016,46.0,60.6,63.5,63.9,65.4,68.6
BMW,5,520d Stationcar,2016,44.0,61.6,65.0,65.3,65.4,68.6
BMW,5,530d,2016,42.0,60.6,63.6,63.9,64.4,67.6
BMW,5,535d,2016,47.0,60.6,63.5,63.9,65.2,68.2
BMW,5,530d,2017,42.0,59.1,62.5,63.0,64.4,67.6
BMW,5,530d stationcar,2017,42.0,59.6,63.6,64.1,65.4,68.6
BMW,5,530i,2017,38.0,58.6,62.5,62.9,62.5,65.5
BMW,5,530i stationcar,2017,37.1,57.5,59.9,60.4,62.7,65.4
BMW,5,540i,2017,39.0,60.1,63.5,64.0,65.4,68.6
BMW,5,520d,2018,43.1,58.9,64.8,65.5,67.0,68.8
BMW,5,520d Stationcar,2018,43.3,58.3,63.8,64.4,66.0,67.8
BMW,6,640i Gran Coupe,2012,41.6,59.2,63.2,63.3,64.0,64.8
BMW,6,650i,2012,47.3,60.8,63.2,63.4,66.9,68.1
BMW,6,650i,2012,43.6,62.1,65.3,65.4,67.2,69.1
BMW,7,730d,2009,42.1,60.1,62.3,62.8,66.8,68.0
BMW,7,750i,2009,41.4,62.9,66.6,66.8,68.8,69.5
BMW,7,740d,2010,42.4,60.3,63.9,64.0,65.2,66.6
BMW,7,750iL,2010,38.5,61.3,63.3,63.7,65.0,67.0
BMW,7,740i,2011,44.8,60.2,62.9,63.1,66.0,67.0
BMW,7,750i,2013,40.5,58.7,62.3,62.8,65.9,67.3
BMW,7,730d,2014,39.8,58.6,61.2,61.7,65.8,67.3
BMW,7,730d,2016,41.0,57.7,60.7,61.2,63.2,66.0
BMW,7,760i,2017,36.0,59.0,60.4,60.6,62.4,65.5
BMW,i3, ,2014,43.4,59.8,64.6,65.2,67.1,71.3
BMW,i3, ,2017,43.3,58.9,63.2,63.8,66.8,70.0
BMW,i3,0.6,2018,32.2,55.5,66.0,66.9,68.1,68.8
BMW,i8, ,2014,42.4,62.7,65.3,65.8,70.8,72.3
BMW,M2, ,2016,50.0,64.6,67.5,67.9,69.3,72.7
BMW,M2, ,2017,45.0,65.6,69.6,70.0,70.3,73.7
BMW,M3, ,2008,51.1,68.4,71.4,71.6,74.8,75.9
BMW,M3,Cabrio,2008,53.4,69.6,72.4,72.6,75.2,76.1
BMW,M3, ,2013,48.0,65.8,68.9,69.1,72.3,73.4
BMW,M3, ,2014,45.0,64.7,69.3,69.9,71.8,73.3
BMW,M3, ,2017,49.0,65.6,68.6,69.1,72.2,75.8
BMW,M4, ,2017,46.9,67.0,69.4,69.6,68.2,71.7
BMW,M4,CS,2017,46.0,66.6,70.6,71.0,71.2,74.7
BMW,M5, ,2012,44.4,63.2,65.7,65.9,68.4,71.1
BMW,M6,Cabrio,2012,48.8,62.2,64.6,64.8,70.0,71.8
BMW,M6, ,2017,45.0,63.1,66.5,66.9,67.3,70.6
BMW,X1,xDrive 20d,2011,44.5,62.5,65.8,66.3,68.7,71.0
BMW,X1,Xdrive 28i,2011,42.9,61.1,64.8,64.9,66.0,67.3
BMW,X1,xDrive 30i,2013,48.8,61.6,63.9,64.1,66.8,67.8
BMW,X1,xDrive 28i,2015,43.0,62.6,66.2,66.7,68.8,70.3
BMW,X1,xDrive 20d,2016,45.3,61.8,65.6,66.0,67.5,70.7
BMW,X1,sDrive18i,2017,44.0,60.6,64.6,65.1,66.4,69.6
BMW,X1,sDrive18d,2018,45.3,60.9,66.8,67.5,69.0,70.8
BMW,X3,xDrive 30i,2008,42.2,60.0,64.5,64.5,64.9,65.3
BMW,X3,xDrive 35d,2008,41.8,61.3,64.9,65.4,68.2,70.1
BMW,X3,xDrive 20d,2011,46.2,62.1,65.6,66.1,69.2,72.3
BMW,X3,xDrive 35i,2011,44.0,61.6,64.7,64.9,69.2,70.6
BMW,X3,xDrive 20d,2014,41.3,60.6,64.1,64.6,66.8,68.3
BMW,X3,xDrive 20d,2016,48.2,62.8,64.4,64.6,65.4,68.7
BMW,X3,xDrive 35d,2016,46.0,60.1,63.5,64.0,65.4,68.6
BMW,X3,xDrive20d,2017,49.0,61.1,64.6,65.1,68.4,71.7
BMW,X3,xDrive20d,2018,42.3,57.9,63.8,64.5,66.0,67.8
BMW,X4,xDrive 35d,2014,41.7,60.8,64.2,64.7,66.9,68.4
BMW,X4,xDrive 35i,2015,41.3,61.8,65.2,65.8,68.0,71.1
BMW,X4,xDrive 30d,2016,48.0,60.6,63.5,63.9,65.4,68.6
BMW,X4,xDrive20d,2018,45.1,59.6,64.7,65.4,67.0,68.8
BMW,X5,M,2010,43.0,58.6,61.4,61.6,66.3,67.9
BMW,X5,xDrive 30d,2010,44.3,63.1,65.2,65.4,68.3,71.6
BMW,X5,xDrive 30d,2012,43.2,60.1,63.6,64.1,66.7,70.1
BMW,X5,xDrive 30d,2012,42.6,60.7,63.5,63.7,65.7,67.9
BMW,X5,xDrive 30d,2013,41.4,58.1,61.1,61.5,64.8,68.2
BMW,X5,3.0 V6,2014,40.3,58.2,61.4,61.6,64.5,65.5
BMW,X5,xDrive 30d,2014,41.7,60.1,64.2,64.7,65.8,67.3
BMW,X5,xDrive 50i,2014,46.3,58.3,61.6,62.0,64.5,67.7
BMW,X5,xDrive 30d,2015,41.8,60.2,64.3,64.9,67.8,69.3
BMW,X5,xDrive40e,2016,36.5,56.9,61.2,61.7,62.5,66.8
BMW,X6,xDrive 35i,2008,42.2,63.2,66.9,67.1,69.2,69.9
BMW,X6,xDrive 35d,2009,46.4,61.5,64.8,65.3,67.6,70.3
BMW,X6,xDrive 35i,2016,45.3,63.9,67.1,67.3,69.8,70.7
BMW,Z4,sDrive 35i,2009,48.4,65.8,68.8,69.0,72.0,73.0
BMW,Z4,sDrive 35is,2011,48.9,66.8,70.0,70.2,73.2,74.3
Buick,Cascada,1.6 cabrio,2016,44.2,66.0,69.8,70.0,70.9,71.2
Buick,Enclave,3.6 V6,2008,44.3,63.6,66.9,67.1,69.0,69.7
Buick,Enclave,3.6 V6,2012,43.1,59.7,62.6,62.8,64.8,65.5
Buick,Enclave,3.6 V6,2016,41.9,59.4,62.4,62.6,64.6,65.3
Buick,LaCrosse,CXS,2010,44.9,64.5,68.0,68.2,71.1,72.1
Buick,LaCrosse,3.6 V6,2013,41.4,57.5,60.4,60.6,63.8,64.9
Buick,Regal,CXL 2.4,2011,44.5,62.4,65.5,65.7,67.7,68.4
Buick,Verano,2.4,2012,44.0,61.9,65.0,65.2,66.4,66.8
Buick,Verano,Turbo,2012,41.2,58.7,61.7,61.9,64.3,65.2
Cadillac,ATS,Turbo,2012,41.7,62.2,65.8,66.0,68.5,69.4
Cadillac,ATS,2.0,2013,44.0,61.7,64.8,65.0,66.5,67.1
Cadillac,ATX,3.6 V6,2012,45.6,60.1,62.7,62.9,68.3,70.2
Cadillac,BLS,1.9d Stationcar,2008,43.6,62.1,65.2,65.3,67.2,69.2
Cadillac,CTS,3.6,2008,40.6,63.1,64.3,64.7,65.7,68.0
Cadillac,CTS,3.6 V6,2008,44.1,63.9,67.4,67.6,72.1,73.7
Cadillac,CTS,Stationcar,2010,42.2,57.1,59.7,59.9,63.1,64.2
