Model_year,Make,Model,Vehicle Class,Motor(kw),Transmission,Fuel_type,Consumption_city(kwh/100km),Consumption_Hwy(kwh/100km),Consumption_comb(kwh/100km),Consumption_city(Le/100km),Consumption_Hwy(Le/100km),Consumption_comb(Le/100km),Range(km),CO2_Emissions(g/km),CO2 ,Smog_rating,Recharge_time(h)
2023,Tesla,Model Y Performance (Import),SUV: Small,314.0,A1,B,18.3,20.4,19.2,2.1,2.3,2.2,459.0,0.0,10.0,10.0,10.0
2023,Toyota,bZ4X,SUV: Small,150.0,A1,B,16.0,19.5,17.6,1.8,2.2,2.0,406.0,0.0,10.0,10.0,11.0
2023,Toyota,bZ4X AWD,SUV: Small,160.0,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367.0,0.0,10.0,10.0,11.0
2023,VinFast,VF8 ECO,SUV: Small,260.0,A1,B,26.4,29.5,27.8,3.0,3.3,3.1,425.0,0.0,10.0,10.0,12.0
2023,VinFast,VF8 PLUS,SUV: Small,260.0,A1,B,32.3,34.3,33.2,3.6,3.8,3.7,354.0,0.0,10.0,10.0,12.0
2023,VinFast,VF8 PLUS,SUV: Small,300.0,A1,B,43.8,48.4,45.9,4.9,5.4,5.2,391.0,0.0,10.0,10.0,12.0
2023,Volkswagen,ID.4,SUV: Small,150.0,A1,B,18.2,21.2,19.6,2.0,2.4,2.2,336.0,0.0,10.0,10.0,6.0
2023,Volkswagen,ID.4 Pro,SUV: Small,150.0,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,443.0,0.0,10.0,10.0,7.5
2023,Volkswagen,ID.4 AWD Pro,SUV: Small,220.0,A1,B,20.1,22.6,21.2,2.3,2.5,2.4,410.0,0.0,10.0,10.0,7.5
2023,Volvo,C40 Recharge Twin,SUV: Small,300.0,A1,B,22.2,26.1,23.9,2.5,2.9,2.7,364.0,0.0,10.0,10.0,8.0
2023,Volvo,XC40 Recharge Twin,SUV: Small,300.0,A1,B,22.8,26.6,24.5,2.6,3.0,2.8,359.0,0.0,10.0,10.0,8.0
